0,74
0.074508,74
0.074545,66
0.074647,385
0.148856,66
0.154763,638
0.154797,66
0.154856,1514
0.154873,66
0.154921,490
0.154934,66
4.098756,74
4.106473,74
4.106515,66
4.106645,505
4.114285,66
4.114963,854
4.114994,66
4.623642,505
4.632083,854
4.63212,66
4.634234,505
4.642432,854
4.681757,66
5.266054,74
5.273383,74
5.273425,66
5.273576,503
5.280858,66
5.30245,847
5.302481,66
6.973821,503
7.002681,847
7.002707,66
9.731813,74
9.731851,74
9.757723,74
9.757767,66
9.757885,495
9.758163,74
9.75819,66
9.758327,495
9.759114,74
9.783746,66
9.784604,2247
9.784633,66
9.784645,66
9.784778,66
9.7855,74
9.785532,66
9.785652,1514
9.785668,66
9.785725,799
9.785743,66
9.785752,66
9.787275,66
9.796713,66
9.813105,66
9.823177,66
10.153727,66
10.228074,66
10.8747,74
10.874745,66
14.641695,66
14.6494,66
14.754158,60
14.754498,60
15.173033,66
15.199509,66
15.199547,66
17.005742,66
17.013107,66
19.782561,60
20.241705,66
20.316529,66
20.505758,66
20.50588,66
20.513571,66
27.025755,66
27.033145,66
30.321693,66
30.396148,66
37.041739,66
37.049016,66
40.40174,66
40.475884,66
47.057758,66
47.065083,66
50.481764,66
50.556242,66
57.073704,66
57.081022,66
60.561718,66
60.635806,66
67.089764,66
67.09696,66
70.641753,66
70.715937,66
77.105707,66
77.113012,66
80.721758,66
80.79594,66
87.121764,66
87.12916,66
90.801742,66
90.876238,66
97.137769,66
97.145122,66
100.881741,66
100.956002,66
